iter	RMSE
162	19.90718276
163	19.89952719
164	19.89413257
165	19.88472609
166	19.87556906
167	19.86710097
168	19.85982324
169	19.85368966
170	19.84349276
171	19.8397756
172	19.83359888
173	19.82812718
174	19.82107765
175	19.81511964
176	19.80480112
177	19.79603384
178	19.78283108
179	19.77800879
180	19.77173552
181	19.7655601
182	19.75732993
183	19.74994278
184	19.74329448
185	19.7382449
186	19.73283008
187	19.72909339
188	19.72582745
189	19.71956056
190	19.71123602
191	19.7054777
192	19.70008291
193	19.69611335
194	19.69074171
195	19.68677265
196	19.68135466
197	19.67596344
198	19.67090762
199	19.66735144
200	19.66496318
201	19.66000066
202	19.65396105
203	19.64920269
204	19.64252991
205	19.6351075
206	19.62859964
207	19.62565885
208	19.62101486
209	19.61353987
210	19.60906327
211	19.60365143
212	19.59987976
213	19.59039643
214	19.57868073
215	19.57778986
216	19.57315711
217	19.57097003
218	19.56069851
219	19.55607101
220	19.54749546
221	19.54108264
222	19.53446188
223	19.52280194
224	19.51786892
225	19.50883024
226	19.50598484
227	19.49843472
228	19.49404934
229	19.49007904
230	19.48697309
231	19.48135589
232	19.47980406
233	19.47387113
234	19.46716556
235	19.46377963
236	19.46012036
237	19.45313395
238	19.44916545
239	19.44748367
240	19.43922162
241	19.43258712
242	19.42843358
243	19.42068404
244	19.41166829
245	19.40875785
246	19.40555702
247	19.40272287
248	19.39327128
249	19.3879766
250	19.38530031
251	19.37435398
252	19.37087461
253	19.36475778
254	19.36060773
255	19.35740144
256	19.35445919
257	19.35065029
258	19.34782863
259	19.34407705
260	19.34154608
261	19.33968722
262	19.33718136
263	19.33453862
264	19.32850665
265	19.32449914
266	19.3224218
267	19.31124509
268	19.30794969
269	19.30353048
270	19.29914281
271	19.29668262
272	19.29324673
273	19.29063958
274	19.28285857
275	19.28040386
276	19.27708547
277	19.2724425
278	19.26830223
279	19.26662874
280	19.26094207
281	19.25704917
282	19.25588773
283	19.25248513
284	19.24930127
285	19.24712263
286	19.24335487
287	19.2386375
288	19.23743248
289	19.23283016
290	19.2300056
291	19.22824728
292	19.21999613
293	19.21724568
294	19.20988977
295	19.20904883
296	19.20620657
297	19.20354544
298	19.20088859
299	19.19507984
300	19.19279317
301	19.1908826
302	19.188289
303	19.18679532
304	19.17893475
305	19.17401772
306	19.17127408
307	19.16906824
308	19.16432913
309	19.1616501
310	19.15855318
311	19.15364888
312	19.15264863
313	19.14631798
314	19.14123773
315	19.1392338
316	19.13753479
317	19.13318849
318	19.1318128
319	19.12705974
320	19.12293924
321	19.11786503
322	19.11340537
323	19.1079637
324	19.10217351
325	19.09780572
326	19.08968427
327	19.08826287
328	19.08609662
329	19.08402189
330	19.08004815
331	19.07833287
332	19.07690124
333	19.07526695
334	19.0738102
335	19.07222086
336	19.07096923
337	19.06896102
338	19.06295906
339	19.06198426
340	19.05938963
341	19.05692069
342	19.0559431
343	19.05293989
344	19.04814445
345	19.04391873
346	19.03739838
347	19.03595639
348	19.03330079
349	19.02911651
350	19.02663988
351	19.02541503
352	19.02384701
353	19.02237485
354	19.01926875
355	19.01547184
356	19.01314783
357	19.01072132
358	19.00891995
359	19.00422693
360	19.00023129
361	18.99891588
362	18.99748384
363	18.99501047
364	18.9917373
365	18.98846612
366	18.98559881
367	18.97791629
368	18.97598499
369	18.97365579
370	18.97131055
371	18.96853656
372	18.9660041
373	18.96397119
374	18.96223556
375	18.96002351
376	18.95674872
377	18.95472176
378	18.95123491
379	18.94901944
380	18.94772187
381	18.94661266
382	18.94287572
383	18.94093727
384	18.92996973
385	18.9287334
386	18.92377988
387	18.91869697
388	18.91645419
389	18.91423989
390	18.9118413
391	18.90933092
392	18.90656331
393	18.90121788
394	18.89663589
395	18.89006133
396	18.88335347
397	18.88057082
398	18.87687492
399	18.87152553
400	18.87091345
401	18.86850369
402	18.86556127
403	18.8592122
404	18.85715339
405	18.85465739
406	18.8458801
407	18.84085986
408	18.83923628
409	18.83845051
410	18.83304444
411	18.82830726
412	18.82466142
413	18.81963191
414	18.81300098
415	18.80809558
416	18.80581088
417	18.8030763
418	18.79472774
419	18.78972749
420	18.78366308
421	18.77952115
422	18.77676253
423	18.77259865
424	18.77102494
425	18.76482459
426	18.7625175
427	18.75953235
428	18.75783824
429	18.75423361
430	18.74985469
431	18.73788197
432	18.73229104
433	18.72509362
434	18.72241854
435	18.71498072
436	18.71270082
437	18.70853812
438	18.70487111
439	18.69724311
440	18.69362287
441	18.69017574
442	18.68791274
443	18.68629018
444	18.68066217
445	18.67417245
446	18.67088306
447	18.66457008
448	18.66180178
449	18.65551135
450	18.65330329
451	18.65097453
452	18.64451474
453	18.6395836
454	18.63697984
455	18.63329193
456	18.63186874
457	18.6248713
458	18.62104352
459	18.61472531
460	18.61337049
461	18.60590449
462	18.60257898
463	18.59809224
464	18.59455592
465	18.58576963
466	18.58032294
467	18.57768649
468	18.57552329
469	18.57037345
470	18.56742803
471	18.56736006
472	18.56360124
473	18.56024731
474	18.5505289
475	18.54319139
476	18.53511928
477	18.52866583
478	18.52464831
479	18.51990043
480	18.51448581
481	18.51065024
482	18.50202522
483	18.49930496
484	18.49793678
485	18.49255794
486	18.48961963
487	18.48911417
488	18.4889451
489	18.47931399
490	18.4745315
491	18.4663153
492	18.46195514
493	18.45763835
494	18.45339479
495	18.44661803
496	18.4404565
497	18.43176249
498	18.42447223
499	18.42430525
500	18.41601677
501	18.40888738
502	18.40479377
503	18.4006265
504	18.39509659
505	18.39065105
506	18.38287023
507	18.38131718
508	18.3739567
509	18.37352063
510	18.36701108
511	18.36110507
512	18.35618619
513	18.35297476
514	18.35069306
515	18.34477238
516	18.33683858
517	18.33407453
518	18.32664895
519	18.32113754
520	18.31553777
521	18.30813892
522	18.30798947
523	18.30267976
524	18.29588503
525	18.2891681
526	18.28417865
527	18.27729797
528	18.27591471
529	18.27101203
530	18.26272176
531	18.25450891
532	18.25187899
533	18.2437529
534	18.23738524
535	18.23261161
536	18.22910017
537	18.22894645
538	18.22793821
539	18.22190364
540	18.21687582
541	18.21665473
542	18.21059783
543	18.20361598
544	18.19675436
545	18.19354954
546	18.18805952
547	18.18247317
548	18.17631913
549	18.17071122
550	18.17053475
551	18.1667253
552	18.16200177
553	18.1618631
554	18.15510908
555	18.15044408
556	18.14504505
557	18.14165154
558	18.13698701
559	18.13145165
560	18.12624165
561	18.12076291
562	18.12059149
563	18.12044779
564	18.11815285
565	18.11249193
566	18.11205824
567	18.11137086
568	18.11071885
569	18.10651165
570	18.1008732
571	18.1007356
572	18.09677995
573	18.08964846
574	18.08421282
575	18.07937348
576	18.07505676
577	18.07449236
578	18.07058724
579	18.06536064
580	18.06523399
581	18.0651815
582	18.05978199
583	18.05933374
584	18.05749118
585	18.05309877
586	18.04936329
587	18.04481401
588	18.03959338
589	18.03908952
590	18.03625962
591	18.03611352
592	18.0323691
593	18.03030151
594	18.02984178
595	18.02520005
596	18.02001116
597	18.01959785
598	18.01844321
599	18.01407336
600	18.01389659
601	18.01072636
602	18.00528135
603	18.00055804
604	17.9961703
605	17.99304641
606	17.98749838
607	17.98462213
608	17.97904009
609	17.97545952
610	17.97522223
611	17.97015407
612	17.96680441
613	17.96538112
614	17.9652722
615	17.96121766
616	17.9607006
617	17.96060623
618	17.95710671
619	17.95671649
620	17.95657337
621	17.95580783
622	17.95082635
623	17.95075155
624	17.950577
625	17.94582632
626	17.94087069
627	17.93580282
628	17.93412271
629	17.93384832
630	17.9294128
631	17.92536634
632	17.92078751
633	17.91715898
634	17.9135429
635	17.91335523
636	17.91321007
637	17.90835882
638	17.90419366
639	17.90402545
640	17.90384293
641	17.89969908
642	17.89951889
643	17.89344598
644	17.89259394
645	17.88940712
646	17.88400696
647	17.883637
648	17.87903819
649	17.87869265
650	17.87862745
651	17.87644752
652	17.87201252
653	17.86680717
654	17.86535043
655	17.8617335
656	17.86107326
657	17.86010306
658	17.85571148
659	17.85211335
660	17.85183138
661	17.84809229
662	17.84793317
663	17.8428068
664	17.83830964
665	17.83381868
666	17.83089482
667	17.82950559
668	17.82637179
669	17.82161125
670	17.8186324
671	17.81437211
672	17.81126979
673	17.81116867
674	17.80788482
675	17.80442535
676	17.80419938
677	17.79893327
678	17.79388147
679	17.79092354
680	17.79087253
681	17.78610255
682	17.78220206
683	17.77909475
684	17.77897894
685	17.77878121
686	17.7752349
687	17.77106996
688	17.77091763
689	17.77084723
690	17.76865629
691	17.76228065
692	17.7619858
693	17.75710644
694	17.7545425
695	17.75442092
696	17.75071559
697	17.74748666
698	17.74393386
699	17.7401128
700	17.73562655
701	17.73144923
702	17.73133612
703	17.72680979
704	17.72675883
705	17.72656603
706	17.72233258
707	17.7221513
708	17.72017649
709	17.71798226
710	17.71756706
711	17.7145623
712	17.71444205
713	17.71115137
714	17.70510223
715	17.70141812
716	17.69937288
717	17.6966885
718	17.69218731
719	17.68929243
720	17.68648405
721	17.68258786
722	17.68245322
723	17.68109073
724	17.67686102
725	17.67351992
726	17.67260157
727	17.66828374
728	17.66538122
729	17.66276792
730	17.65986657
731	17.65729673
732	17.65334678
733	17.65003246
734	17.64996333
735	17.64725205
736	17.6448425
737	17.64476382
738	17.64105683
739	17.64056873
740	17.63757043
741	17.63749139
742	17.63559351
743	17.63556586
744	17.63066428
745	17.62726194
746	17.62507473
747	17.6200992
748	17.6191704
749	17.61671828
750	17.61410263
751	17.61186593
752	17.60863595
753	17.60502883
754	17.60422096
755	17.6041495
756	17.60398338
757	17.60387902
758	17.60092526
759	17.59773953
760	17.59405002
761	17.59184672
762	17.58782182
763	17.5829103
764	17.57984613
765	17.57728214
766	17.57174098
767	17.56901009
768	17.56775629
769	17.56436815
770	17.56381857
771	17.56182648
772	17.55798562
773	17.55423014
774	17.55196247
775	17.54842112
776	17.54592537
777	17.54283994
778	17.54057004
779	17.53702906
780	17.53323701
781	17.53321275
782	17.53313647
783	17.5292928
784	17.52657484
785	17.5232463
786	17.52315887
787	17.52034518
788	17.51585995
789	17.51572667
790	17.51415574
791	17.51022477
792	17.50993555
793	17.50692552
794	17.50434302
795	17.50202268
796	17.49794434
797	17.49612398
798	17.4926564
799	17.48851411
800	17.48466029
801	17.48453684
802	17.48214102
803	17.47753832
804	17.47414577
805	17.46972126
806	17.46586156
807	17.46328245
808	17.46235876
809	17.45897284
810	17.45558951
811	17.45096677
812	17.45094572
813	17.44882262
814	17.44814554
815	17.44606378
816	17.44384391
817	17.44006176
818	17.43680228
819	17.43511436
820	17.43178826
821	17.42803132
822	17.42496791
823	17.4228085
824	17.41857513
825	17.41626322
826	17.41512543
827	17.41326073
828	17.4102085
829	17.4089421
830	17.40481883
831	17.40244066
832	17.40222552
833	17.40214066
834	17.39843797
835	17.39587359
836	17.39246011
837	17.38799238
838	17.38373391
839	17.3793325
840	17.37641452
841	17.37626275
842	17.37320525
843	17.36963068
844	17.36714901
845	17.36552046
846	17.36430006
847	17.3612215
848	17.35848744
849	17.35678375
850	17.35453696
851	17.35038117
852	17.34680352
853	17.34325368
854	17.33990739
855	17.3363842
856	17.33463377
857	17.33240991
858	17.32880608
859	17.32679796
860	17.32285748
861	17.3205613
862	17.31765279
863	17.31385541
864	17.31071835
865	17.30778572
866	17.30530184
867	17.30172283
868	17.3001602
869	17.29747162
870	17.29561074
871	17.29226525
872	17.28961322
873	17.28755069
874	17.28418243
875	17.28168016
876	17.27842574
877	17.27832945
878	17.27383819
879	17.27193177
880	17.26895266
881	17.26615381
882	17.26419508
883	17.2614575
884	17.25972278
885	17.25600188
886	17.25430432
887	17.25379214
888	17.25220724
889	17.25030294
890	17.24749301
891	17.24550588
892	17.24218626
893	17.2388155
894	17.23420746
895	17.23369858
896	17.2299344
897	17.22702505
898	17.22537222
899	17.22159143
900	17.21792451
901	17.21570162
902	17.2128066
903	17.20933716
904	17.20761052
905	17.20267756
906	17.20082314
907	17.20074773
908	17.19859937
909	17.19598285
910	17.19384994
911	17.19374923
912	17.19065076
913	17.187723
914	17.18766336
915	17.18742916
916	17.18538453
917	17.18512759
918	17.18202398
919	17.18166081
920	17.1815422
921	17.17987075
922	17.17719779
923	17.17464375
924	17.1743029
925	17.1721248
926	17.16966683
927	17.1665371
928	17.16333624
929	17.16021907
930	17.15530154
931	17.15195434
932	17.15057125
933	17.14567034
934	17.14212816
935	17.14037406
936	17.14002535
937	17.13703268
938	17.13562743
939	17.13280464
940	17.13065428
941	17.12889414
942	17.12633534
943	17.12303726
944	17.11960246
945	17.11808565
946	17.1179394
947	17.11636124
948	17.11233239
949	17.11162096
950	17.10933228
951	17.10833796
952	17.10668395
953	17.10662456
954	17.10316079
955	17.09999181
956	17.09856571
957	17.09493039
958	17.0923044
959	17.08873722
960	17.08655589
961	17.08329916
962	17.08158202
963	17.07724332
964	17.07692866
965	17.07469071
966	17.07047029
967	17.06787658
968	17.06770318
969	17.06480551
970	17.06243098
971	17.05959603
972	17.05781569
973	17.05595439
974	17.05403007
975	17.0524517
976	17.05240835
977	17.05071516
978	17.04830054
979	17.04562633
980	17.04334109
981	17.04084583
982	17.0407945
983	17.03962935
984	17.03548734
985	17.03150788
986	17.03149418
987	17.02868235
988	17.02578661
989	17.02222998
990	17.01961004
991	17.01639016
992	17.01251743
993	17.01061376
994	17.00867773
995	17.0050862
996	17.0022299
997	17.0005368
998	16.99664008
999	16.99525422
1000	16.99304382
1001	16.9897774
1002	16.98696323
1003	16.98522681
1004	16.9824661
1005	16.98148226
1006	16.97939264
1007	16.97647434
1008	16.97407312
1009	16.97246704
1010	16.97223843
1011	16.9707071
1012	16.96794847
1013	16.9661025
1014	16.96310591
1015	16.96127198
1016	16.95853189
1017	16.95667394
1018	16.95489734
1019	16.95325288
1020	16.95040894
1021	16.94794092
1022	16.94438001
1023	16.94250676
1024	16.94095807
1025	16.93978084
1026	16.93769977
1027	16.93506332
1028	16.93206876
1029	16.92871945
1030	16.92644177
1031	16.92425405
1032	16.92401783
1033	16.92063984
1034	16.91857097
1035	16.91625917
1036	16.91374584
1037	16.90976102
1038	16.90675961
1039	16.90474558
1040	16.90318655
1041	16.90044334
1042	16.89829847
1043	16.8969846
1044	16.89412374
1045	16.88977945
1046	16.8867184
1047	16.88636889
1048	16.88423231
1049	16.88301478
1050	16.88109321
1051	16.8778627
1052	16.87627088
1053	16.87413069
1054	16.87154173
1055	16.8696149
1056	16.86926278
1057	16.86645708
1058	16.86629324
1059	16.86374094
1060	16.86099261
1061	16.85958479
1062	16.85703604
1063	16.85502014
1064	16.85385538
1065	16.85145928
1066	16.84891855
1067	16.8454018
1068	16.84352723
1069	16.84315391
1070	16.84139656
1071	16.83920681
1072	16.83745733
1073	16.83557116
1074	16.83296567
1075	16.83152658
1076	16.83020049
1077	16.82634849
1078	16.82405283
1079	16.82200154
1080	16.81966729
1081	16.81757865
1082	16.81407173
1083	16.81144708
1084	16.81032336
1085	16.80986097
1086	16.80834685
1087	16.80599605
1088	16.80394777
1089	16.80160633
1090	16.79895664
1091	16.79640031
1092	16.79604262
1093	16.79323097
1094	16.79307923
1095	16.79007065
1096	16.78652599
1097	16.78348
1098	16.78294696
1099	16.7804927
1100	16.77918615
1101	16.77731364
1102	16.77404177
1103	16.7720514
1104	16.77046368
1105	16.76852457
1106	16.76837021
1107	16.76648514
1108	16.76615379
1109	16.76268539
1110	16.76072691
1111	16.76069566
1112	16.75682019
1113	16.75627992
1114	16.75377282
1115	16.75200993
1116	16.75029834
1117	16.74829612
1118	16.74558101
1119	16.74545588
1120	16.74323142
1121	16.74265672
1122	16.73999137
1123	16.73616951
1124	16.73438282
1125	16.73216987
1126	16.73068938
1127	16.72855777
1128	16.72485548
1129	16.72236631
1130	16.7203017
1131	16.71764727
1132	16.71612869
1133	16.71272382
1134	16.71058929
1135	16.71057812
1136	16.71025293
1137	16.70740495
1138	16.7056301
1139	16.70295913
1140	16.70085775
1141	16.69999361
1142	16.69743983
1143	16.69603756
1144	16.69274071
1145	16.69104161
1146	16.69089301
1147	16.69084247
1148	16.69070261
1149	16.68964649
1150	16.68670274
1151	16.68595253
1152	16.68296317
1153	16.68082362
1154	16.68048883
1155	16.6779729
1156	16.67575537
1157	16.67355404
1158	16.67231261
1159	16.6710959
1160	16.66887459
1161	16.66579114
1162	16.66229569
1163	16.65911866
1164	16.65684753
1165	16.65535026
1166	16.65359856
1167	16.65091547
1168	16.64855132
1169	16.64780691
1170	16.64628433
1171	16.64441218
1172	16.64275331
1173	16.64003202
1174	16.63756473
1175	16.6360081
1176	16.63259961
1177	16.6313813
1178	16.62986187
1179	16.62713241
1180	16.62454932
1181	16.62368054
1182	16.62208721
1183	16.61970178
1184	16.61774834
1185	16.61607576
1186	16.61535888
1187	16.61295422
1188	16.6104936
1189	16.60860084
1190	16.60598439
1191	16.60458503
1192	16.6024646
1193	16.60245405
1194	16.60231075
1195	16.60035994
1196	16.59793712
1197	16.59568726
1198	16.59261089
1199	16.58999136
1200	16.58749656
1201	16.58595648
1202	16.58411284
1203	16.57999284
1204	16.57669123
1205	16.57398946
1206	16.57163986
1207	16.56985308
1208	16.56732029
1209	16.56546556
1210	16.56299288
1211	16.55978533
1212	16.55829325
1213	16.55559181
1214	16.55366343
1215	16.55141881
1216	16.55021747
1217	16.54729001
1218	16.54718214
1219	16.54501938
1220	16.54245088
1221	16.53873332
1222	16.53615404
1223	16.5330386
1224	16.53041546
1225	16.52640224
1226	16.52341715
1227	16.52136678
1228	16.51857866
1229	16.51517698
1230	16.51305245
1231	16.50994492
1232	16.50783481
1233	16.50497777
1234	16.50415286
1235	16.50235209
1236	16.49934188
1237	16.49773371
1238	16.49530197
1239	16.4921467
1240	16.48781657
1241	16.48488413
1242	16.48310503
1243	16.48281374
1244	16.48275217
1245	16.47936224
1246	16.47684314
1247	16.47478645
1248	16.47270518
1249	16.47109136
1250	16.46920202
1251	16.46645921
1252	16.46446656
1253	16.46189268
1254	16.45919026
1255	16.45661622
1256	16.45400919
1257	16.4518313
1258	16.45162958
1259	16.44851746
1260	16.44679997
1261	16.4456178
1262	16.44355417
1263	16.44156125
1264	16.43863221
1265	16.43618011
1266	16.43310304
1267	16.43090643
1268	16.43047444
1269	16.42832853
1270	16.42700067
1271	16.42693788
1272	16.42569059
1273	16.42239508
1274	16.42026067
1275	16.4178157
1276	16.41574806
1277	16.41305579
1278	16.4105391
1279	16.40773459
1280	16.4056045
1281	16.40525314
1282	16.40290391
1283	16.40026829
1284	16.39823011
1285	16.39804782
1286	16.3954795
1287	16.39243576
1288	16.39058447
1289	16.38953787
1290	16.3895282
