iter	RMSE
298	17.27767536
299	17.26851525
300	17.25870032
301	17.24730206
302	17.23859098
303	17.23105295
304	17.22506694
305	17.2170709
306	17.2090194
307	17.1978942
308	17.18476786
309	17.17884767
310	17.16460569
311	17.15477714
312	17.1485556
313	17.13995945
314	17.13266865
315	17.12465008
316	17.11492719
317	17.10220347
318	17.08817366
319	17.07903564
320	17.06950391
321	17.05546994
322	17.04679476
323	17.03735396
324	17.02863178
325	17.02342579
326	17.01458629
327	17.00855839
328	17.00269765
329	16.99469189
330	16.98900389
331	16.98520176
332	16.97687033
333	16.97090231
334	16.96170851
335	16.95025925
336	16.94068466
337	16.93389224
338	16.9277804
339	16.91943783
340	16.90979564
341	16.90437411
342	16.89624781
343	16.88138361
344	16.87636847
345	16.86818125
346	16.86157915
347	16.84275371
348	16.83684002
349	16.8283816
350	16.81537723
351	16.80698531
352	16.79575545
353	16.78331789
354	16.77681595
355	16.76139493
356	16.7547468
357	16.74180636
358	16.7348117
359	16.7281497
360	16.71426449
361	16.70521388
362	16.6960571
363	16.68092497
364	16.66837395
365	16.66190787
366	16.65212115
367	16.64216889
368	16.63243901
369	16.62460281
370	16.60779802
371	16.60129163
372	16.59625138
373	16.58751296
374	16.57963213
375	16.56910261
376	16.56382526
377	16.55486654
378	16.54123064
379	16.53065288
380	16.52271549
381	16.51664761
382	16.50968053
383	16.50185884
384	16.49560707
385	16.48698421
386	16.47516852
387	16.46950335
388	16.46289654
389	16.45622795
390	16.44726968
391	16.44334225
392	16.43534428
393	16.42710401
394	16.41632719
395	16.40625098
396	16.39703658
397	16.38696158
398	16.37966059
399	16.37426545
400	16.3688945
401	16.34938963
402	16.34127692
403	16.3351408
404	16.32892129
405	16.32133153
406	16.31156441
407	16.30815303
408	16.3009744
409	16.29463199
410	16.28587768
411	16.27050482
412	16.26479572
413	16.2561827
414	16.25015784
415	16.24146105
416	16.23098007
417	16.22092536
418	16.21144843
419	16.20571021
420	16.19834028
421	16.19150401
422	16.18658353
423	16.17990058
424	16.17373328
425	16.16137348
426	16.15289982
427	16.14396454
428	16.13141323
429	16.1249341
430	16.11298965
431	16.10817528
432	16.09815994
433	16.08846923
434	16.07560579
435	16.0651905
436	16.05779813
437	16.05178216
438	16.04325112
439	16.03639674
440	16.02679837
441	16.01832412
442	16.00711272
443	16.00062394
444	15.99278931
445	15.98561631
446	15.97163644
447	15.96303729
448	15.95660455
449	15.94705082
450	15.939942
451	15.93112124
452	15.92268361
453	15.91125754
454	15.90291503
455	15.89712241
456	15.88972165
457	15.8821289
458	15.87421519
459	15.87080878
460	15.85933778
461	15.84569212
462	15.83985373
463	15.82958432
464	15.81557936
465	15.80866196
466	15.80303089
467	15.797516
468	15.79180392
469	15.78681129
470	15.77964944
471	15.77098917
472	15.76491093
473	15.75175143
474	15.74148166
475	15.73333867
476	15.72371875
477	15.71977671
478	15.71591133
479	15.70619185
480	15.69990633
481	15.69194704
482	15.68392729
483	15.67114948
484	15.66097841
485	15.65493043
486	15.64726878
487	15.64314975
488	15.63690323
489	15.62671287
490	15.61973558
491	15.61561875
492	15.60234114
493	15.59038981
494	15.58182523
495	15.57146483
496	15.55714514
497	15.55228804
498	15.54429912
499	15.53690828
500	15.53200436
501	15.51988379
502	15.51661845
503	15.51122935
504	15.5037754
505	15.49558105
506	15.48614308
507	15.47458754
508	15.46571885
509	15.45485033
510	15.45007284
511	15.44384432
512	15.43532533
513	15.42708665
514	15.41494867
515	15.40518986
516	15.40140221
517	15.39300648
518	15.38167529
519	15.3678816
520	15.35955907
521	15.35258093
522	15.34455078
523	15.33421939
524	15.32455208
525	15.31831412
526	15.31177639
527	15.30522571
528	15.29958371
529	15.29280738
530	15.28425227
531	15.28077106
532	15.27554133
533	15.27148839
534	15.26112833
535	15.25603363
536	15.24866978
537	15.24211664
538	15.23658837
539	15.22487918
540	15.21861295
541	15.21114799
542	15.20529421
543	15.19968314
544	15.19225818
545	15.1832434
546	15.17324921
547	15.15927845
548	15.14605419
549	15.14015847
550	15.13550016
551	15.12540679
552	15.1187017
553	15.11588387
554	15.10616797
555	15.0997261
556	15.09327222
557	15.08579594
558	15.08130574
559	15.07644018
560	15.06488757
561	15.0561677
562	15.05185053
563	15.04474925
564	15.03584516
565	15.02786297
566	15.01918473
567	15.01324332
568	15.00785727
569	15.00177903
570	14.99596964
571	14.98743406
572	14.97949162
573	14.97207098
574	14.96081273
575	14.95544846
576	14.94565266
577	14.93879171
578	14.92914219
579	14.92083345
580	14.91342745
581	14.90797014
582	14.9003328
583	14.89522385
584	14.88664317
585	14.87759992
586	14.86793707
587	14.86133176
588	14.85653214
589	14.84832212
590	14.83742234
591	14.82900844
592	14.81957772
593	14.81271498
594	14.8055082
595	14.79859007
596	14.79277583
597	14.78668312
598	14.77732107
599	14.76839012
600	14.76118052
601	14.7494733
602	14.73956192
603	14.73430293
604	14.7240871
605	14.71874625
606	14.71630787
607	14.70915541
608	14.70136529
609	14.69738863
610	14.69222356
611	14.68626313
612	14.67957317
613	14.6758997
614	14.67333055
615	14.66782668
616	14.65581035
617	14.65096303
618	14.64217396
619	14.63689122
620	14.63407236
621	14.6259738
622	14.61950133
623	14.60672698
624	14.59898428
625	14.5913556
626	14.58212656
627	14.57586928
628	14.5725111
629	14.56593168
630	14.55957423
631	14.54997884
632	14.53791032
633	14.5308115
634	14.52582404
635	14.51783009
636	14.51303607
637	14.50610862
638	14.49876916
639	14.48806881
640	14.48236784
641	14.47635892
642	14.47085702
643	14.46672061
644	14.46067029
645	14.44760292
646	14.44287849
647	14.43776207
648	14.42805093
649	14.42259385
650	14.41989889
651	14.41618577
652	14.40930197
653	14.40295447
654	14.39411747
655	14.38766553
656	14.38326882
657	14.37646473
658	14.3737364
659	14.36565578
660	14.3582752
661	14.35045039
662	14.34105389
663	14.3361044
664	14.33081249
665	14.32418712
666	14.31925081
667	14.31264027
668	14.30495272
669	14.29885643
670	14.29501381
671	14.28593645
672	14.27962229
673	14.2745274
674	14.26859246
675	14.26075951
676	14.25340231
677	14.24291304
678	14.23726871
679	14.2321344
680	14.22318864
681	14.21521518
682	14.20946058
683	14.20507464
684	14.20094672
685	14.19474875
686	14.18405161
687	14.18060283
688	14.17674153
689	14.16793501
690	14.16233021
691	14.15591725
692	14.15203656
693	14.14858428
694	14.14061241
695	14.13449848
696	14.12921079
697	14.12027433
698	14.11575537
699	14.10783844
700	14.10318816
701	14.0969631
702	14.09377598
703	14.0846074
704	14.07659802
705	14.06944818
706	14.06050492
707	14.0523011
708	14.04870585
709	14.04117152
710	14.03836249
711	14.03084116
712	14.02617336
713	14.01814241
714	14.0146166
715	14.00336243
716	13.99437887
717	13.99155723
718	13.98681277
719	13.98174841
720	13.9748945
721	13.9711868
722	13.96669062
723	13.95912454
724	13.95219461
725	13.94695483
726	13.93943996
727	13.93208569
728	13.92582882
729	13.91868216
730	13.91248926
731	13.90833898
732	13.90178727
733	13.89108063
734	13.88660715
735	13.88161059
736	13.8724556
737	13.86686582
738	13.85903421
739	13.85219026
740	13.84570621
741	13.83780608
742	13.83431184
743	13.82598295
744	13.81775274
745	13.80901441
746	13.79807283
747	13.79572705
748	13.78762621
749	13.78345154
750	13.77901764
751	13.77484668
752	13.76936333
753	13.76415144
754	13.76070619
755	13.75849404
756	13.75209742
757	13.74507072
758	13.74008872
759	13.73404214
760	13.72853992
761	13.72019785
762	13.71816991
763	13.71062635
764	13.70706471
765	13.70340178
766	13.69776501
767	13.68985732
768	13.68396222
769	13.67970035
770	13.67170554
771	13.66745183
772	13.65877091
773	13.65213548
774	13.64754147
775	13.64031705
776	13.63264076
777	13.62472788
778	13.61247306
779	13.60502129
780	13.601425
781	13.59704244
782	13.59184601
783	13.58633683
784	13.57545981
785	13.57292641
786	13.56522635
787	13.56199321
788	13.55806726
